  0.0000000e+000,  8.9682572e-003,
  1.2500000e+002,  6.1056283e-003,
  2.5000000e+002,  1.7655296e-003,
  3.7500000e+002,  1.5116567e-004,
  5.0000000e+002,  4.6426024e-005,
  6.2500000e+002,  4.5461973e-005,
  7.5000000e+002,  4.4729382e-005,
  8.7500000e+002,  4.5863790e-005,
  1.0000000e+003,  4.6995151e-005,
  1.1250000e+003,  4.6457460e-005,
  1.2500000e+003,  4.6081624e-005,
  1.3750000e+003,  4.5523560e-005,
  1.5000000e+003,  4.5431210e-005,
  1.6250000e+003,  4.4608433e-005,
  1.7500000e+003,  4.5155279e-005,
  1.8750000e+003,  4.5461973e-005,
  2.0000000e+003,  4.5523560e-005,
  2.1250000e+003,  4.6050442e-005,
  2.2500000e+003,  4.6206562e-005,
  2.3750000e+003,  4.5739778e-005,
  2.5000000e+003,  4.5094190e-005,
  2.6250000e+003,  4.5185854e-005,
  2.7500000e+003,  4.5708828e-005,
  2.8750000e+003,  4.6300493e-005,
  3.0000000e+003,  4.5801742e-005,
  3.1250000e+003,  4.6614965e-005,
  3.2500000e+003,  4.6144051e-005,
  3.3750000e+003,  4.6175296e-005,
  3.5000000e+003,  4.5646990e-005,
  3.6250000e+003,  4.6583422e-005,
  3.7500000e+003,  4.9142287e-005,
  3.8750000e+003,  4.9879582e-005,
  4.0000000e+003,  4.9744712e-005,
  4.1250000e+003,  4.9409126e-005,
  4.2500000e+003,  4.9543086e-005,
  4.3750000e+003,  4.9476061e-005,
  4.5000000e+003,  4.9242180e-005,
  4.6250000e+003,  4.8777737e-005,
  4.7500000e+003,  4.8744731e-005,
  4.8750000e+003,  4.7894353e-005,
  5.0000000e+003,  4.8350391e-005,
  5.1250000e+003,  4.8943103e-005,
  5.2500000e+003,  4.9208860e-005,
  5.3750000e+003,  4.9142287e-005,
  5.5000000e+003,  4.9042596e-005,
  5.6250000e+003,  4.9308889e-005,
  5.7500000e+003,  4.8252301e-005,
  5.8750000e+003,  4.8645846e-005,
  6.0000000e+003,  4.9042596e-005,
  6.1250000e+003,  5.0116489e-005,
  6.2500000e+003,  4.9845830e-005,
  6.3750000e+003,  5.0286394e-005,
  6.5000000e+003,  4.9409126e-005,
  6.6250000e+003,  4.8448674e-005,
  6.7500000e+003,  4.9845830e-005,
  6.8750000e+003,  4.8580030e-005,
  7.0000000e+003,  4.8744731e-005,
  7.1250000e+003,  4.9175562e-005,
  7.2500000e+003,  4.9375693e-005,
  7.3750000e+003,  4.9677409e-005,
  7.5000000e+003,  4.9476061e-005,
  7.6250000e+003,  4.9913356e-005,
  7.7500000e+003,  4.9643794e-005,
  7.8750000e+003,  4.9375693e-005,
  8.0000000e+003,  4.9845830e-005,
  8.1250000e+003,  5.0014817e-005,
  8.2500000e+003,  4.9845830e-005,
  8.3750000e+003,  4.9308889e-005,
  8.5000000e+003,  4.9576632e-005,
  8.6250000e+003,  4.9275523e-005,
  8.7500000e+003,  4.9308889e-005,
  8.8750000e+003,  5.0048683e-005,
  9.0000000e+003,  4.9913356e-005,
  9.1250000e+003,  5.0184382e-005,
  9.2500000e+003,  4.9576632e-005,
  9.3750000e+003,  4.9208860e-005,
  9.5000000e+003,  4.9242180e-005,
  9.6250000e+003,  4.9308889e-005,
  9.7500000e+003,  4.9009411e-005,
  9.8750000e+003,  5.0218363e-005,
  1.0000000e+004,  4.9778395e-005,
  1.0125000e+004,  4.9509562e-005,
  1.0250000e+004,  4.9509562e-005,
  1.0375000e+004,  4.9812101e-005,
  1.0500000e+004,  4.9913356e-005,
  1.0625000e+004,  4.8909985e-005,
  1.0750000e+004,  4.9543086e-005,
  1.0875000e+004,  4.8976243e-005,
  1.1000000e+004,  4.8909985e-005,
  1.1125000e+004,  4.8612924e-005,
  1.1250000e+004,  4.8481480e-005,
  1.1375000e+004,  4.8909985e-005,
  1.1500000e+004,  4.9744712e-005,
  1.1625000e+004,  5.0252367e-005,
  1.1750000e+004,  4.9947153e-005,
  1.1875000e+004,  4.9980974e-005,
